6	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	1	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	1	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	6	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	1	6	6	6	12	
12	2	6	2	6	2	6	6	6	12	
12	2	6	2	6	2	6	6	6	12	
12	2	6	2	6	2	6	6	6	12	
12	2	6	2	6	2	6	6	6	12	
12	2	6	2	6	2	6	6	6	12	
12	2	6	2	6	2	6	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	6	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	6	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
12	2	12	2	12	2	12	6	6	12	
